nombre,popularidad,genero,cantidad_albumes,mejor_pista,album_mejor_pista,año_mejor_pista
Simbiosis,3,groove metal,1,Burlar,Riesgo y Reacción 2.0,2021
Caustic,2,speed metal,1,Riding Tonite,Scene of a Crime,2024
Punición,8,hardcore,0,Oscuros Momentos,Oscuros Momentos,2023
Punición,8,hardcore punk,0,Oscuros Momentos,Oscuros Momentos,2023
SuG,32,visual kei,5,R.P.G.～Rockin' Playing Game,MIXTAPE,2017
SuG,32,j-rock,5,R.P.G.～Rockin' Playing Game,MIXTAPE,2017
SuG,32,anime,5,R.P.G.～Rockin' Playing Game,MIXTAPE,2017
Delta,14,progressive metal,8,Like a Man,The End of Philosophy,2013
Delta,14,power metal,8,Like a Man,The End of Philosophy,2013
Delta,14,djent,8,Like a Man,The End of Philosophy,2013
Timmy O'tool,4,rap metal,2,Republica,Sigo Aca de Pie,2007
Timmy O'tool,4,nu metal,2,Republica,Sigo Aca de Pie,2007
Timmy O'tool,4,alternative metal,2,Republica,Sigo Aca de Pie,2007
Timmy O'tool,4,argentine rock,2,Republica,Sigo Aca de Pie,2007
Vibrion,5,death metal,3,Erradicated Life,Diseased,1995
Vibrion,5,grindcore,3,Erradicated Life,Diseased,1995
False Modem,2,industrial metal,2,Althobarden,Findell Munden,2023
Starfish,4,skate punk,0,Boring Planet,Boring Planet,1997
Starfish,4,melodic hardcore,0,Boring Planet,Boring Planet,1997
Kobra Kei,5,electropop,1,Alien (Dub),Sayuri (Dub Versions),2023
xRitualx,5,hardcore,1,Fuego Cruzado,Bautismo de Fuego,2023
xRitualx,5,hardcore punk,1,Fuego Cruzado,Bautismo de Fuego,2023
Morthifera,2,thrash metal,1,Basurero Humano,Basurero Humano,2016
Promesa Rock Eterno,4,christian rock,1,Tu Voz,Derribando Estructuras,2017
ANIMETAL,25,j-rock,5,ペガサス幻想,DECADE OF BRAVEHEARTS,2006
ANIMETAL,25,anime,5,ペガサス幻想,DECADE OF BRAVEHEARTS,2006
ANIMETAL,25,visual kei,5,ペガサス幻想,DECADE OF BRAVEHEARTS,2006
Después del Caos,1,speed metal,1,Cruel Realidad,Después del Caos,2024
Después del Caos,1,thrash metal,1,Cruel Realidad,Después del Caos,2024
Brain Tourniquet,12,grindcore,4,Paranoia,Brain Tourniquet,2019
Brain Tourniquet,12,hardcore punk,4,Paranoia,Brain Tourniquet,2019
Brain Tourniquet,12,hardcore,4,Paranoia,Brain Tourniquet,2019
Apatía,3,punk,4,Sumergido en mi pieza,Apatía Shagh - Simples,2023
Necratal,1,argentine rock,3,Violencia,Violencia,2015
Necratal,1,thrash metal,3,Violencia,Violencia,2015
Wicca 333,6,doom metal,0,The Devil's Hand,You Sow Your Crop,2022
Wicca 333,6,sludge metal,0,The Devil's Hand,You Sow Your Crop,2022
Wicca 333,6,stoner rock,0,The Devil's Hand,You Sow Your Crop,2022
Argies,9,melodic hardcore,3,Un Policia Atras (1996),Combat Performances,2011
Argies,9,skate punk,3,Un Policia Atras (1996),Combat Performances,2011
Argies,9,punk,3,Un Policia Atras (1996),Combat Performances,2011
Sick Porky,3,stoner rock,5,Pura Sangre,Origen de Fuego,2009
Mofa,3,emocore,3,Ese Lugar No Tan Mio,El Refugio en la Calma,2012
Mofa,3,emo pop,3,Ese Lugar No Tan Mio,El Refugio en la Calma,2012
Mofa,3,screamo,3,Ese Lugar No Tan Mio,El Refugio en la Calma,2012
Mofa,3,reggae rock,3,Ese Lugar No Tan Mio,El Refugio en la Calma,2012
Mofa,3,hardcore punk,3,Ese Lugar No Tan Mio,El Refugio en la Calma,2012
Mambonegro,2,stoner rock,1,Faros de Odio,Mambonegro,2015
Domination,2,grindcore,4,Beneath the Silence,Beneath the Silence,2016
Domination,2,thrash metal,4,Beneath the Silence,Beneath the Silence,2016
Patada en la Piña,2,deathcore,1,La Carcel,Superando La Realidad,2022
Eternal Grave,3,death metal,2,Saborea mi Carne,Obras de una Mente Enferma,2005
Eternal Grave,3,groove metal,2,Saborea mi Carne,Obras de una Mente Enferma,2005
Eternal Grave,3,grindcore,2,Saborea mi Carne,Obras de una Mente Enferma,2005
Jeriko,3,eurodance,0,"Agord, La Bruja",Tributo a Rata Blanca: La Leyenda Continúa,2001
Elevate,5,djent,2,Insomnio,Dharma,2018
Elevate,5,metalcore,2,Insomnio,Dharma,2018
Saphira,3,power metal,2,Andar Mi Camino,Bajo El Cielo Del Sur,2024
