nombre,popularidad,genero,cantidad_albumes,mejor_pista,album_mejor_pista,año_mejor_pista
TATOOL,63,argentine trap,0,Mamichula - con Nicki Nicole,Atrevido,2020
T&K,53,boom bap,5,Habrá,1993: The Lost Tapes,2017
T&K,53,latin hip hop,5,Habrá,1993: The Lost Tapes,2017
Malon,38,heavy metal,6,Castigador Por Herencia,Espíritu Combativo,1995
Riff,43,argentine rock,12,Que Sea Rock,Que Sea Rock,1997
A.N.I.M.A.L.,41,groove metal,10,I WON’T BOW DOWN (feat. Andrés Giménez from A.N.I.M.A.L.),I WON’T BOW DOWN (feat. Andrés Giménez from A.N.I.M.A.L.),2025
A.N.I.M.A.L.,41,nu metal,10,I WON’T BOW DOWN (feat. Andrés Giménez from A.N.I.M.A.L.),I WON’T BOW DOWN (feat. Andrés Giménez from A.N.I.M.A.L.),2025
A.N.I.M.A.L.,41,argentine rock,10,I WON’T BOW DOWN (feat. Andrés Giménez from A.N.I.M.A.L.),I WON’T BOW DOWN (feat. Andrés Giménez from A.N.I.M.A.L.),2025
A.N.I.M.A.L.,41,rap metal,10,I WON’T BOW DOWN (feat. Andrés Giménez from A.N.I.M.A.L.),I WON’T BOW DOWN (feat. Andrés Giménez from A.N.I.M.A.L.),2025
NVLO,24,deathcore,5,¡Quémenlos!,Nulo,2019
Logos,31,christian rock,5,Como Relámpago en la Oscuridad,La Industria del Poder,1980
Carajo,43,argentine rock,8,Sacate la Mierda,Carajo,2002
V8,35,argentine rock,3,Destrucción,Luchando por el Metal,1983
V8,35,heavy metal,3,Destrucción,Luchando por el Metal,1983
V8,35,speed metal,3,Destrucción,Luchando por el Metal,1983
Horcas,40,heavy metal,14,Mano dura,Horcas,2002
Horcas,40,argentine rock,14,Mano dura,Horcas,2002
Flema,44,punk,18,Si Yo Soy Así,25 Años,2020
Flema,44,ska punk,18,Si Yo Soy Así,25 Años,2020
Flema,44,argentine rock,18,Si Yo Soy Así,25 Años,2020
Manal,40,argentine rock,8,Jugo de Tomate,Manal,1970
Manal,40,latin rock,8,Jugo de Tomate,Manal,1970
Deny,32,post-hardcore,3,En las Noches,En las Noches,2017
Deny,32,metalcore,3,En las Noches,En las Noches,2017
Plan 4,31,groove metal,8,En Mil Pedazos,En Mil Pedazos,2010
Fila9,37,christian rock,1,Infinito en Mí,La Voz de lo Que Se Olvidó,2018
Cianciarulo,35,argentine rock,1,Allá en Tilcara,Peso Argento,1997
Cianciarulo,35,folklore argentino,1,Allá en Tilcara,Peso Argento,1997
Jauría,33,argentine rock,2,El Puente Más Allá de lo Vivido,Libre o Muerto,2013
Jauría,33,punk,2,El Puente Más Allá de lo Vivido,Libre o Muerto,2013
Patan,50,mexican hip hop,5,Volar Volar,Sincopa,2010
Patan,50,latin hip hop,5,Volar Volar,Sincopa,2010
Los Antiguos,32,argentine rock,2,La Culpa Al Viento,Madera Prohibida,2015
Mastifal,28,groove metal,12,Apodado hijo del diablo,Holocausto Mental (Remastered),2000
ImSoul,46,anime rap,0,MAESTROS MACRORAP: Liga Neo Egoista,MAESTROS MACRORAP: Liga Neo Egoista,2025
ImSoul,46,anime,0,MAESTROS MACRORAP: Liga Neo Egoista,MAESTROS MACRORAP: Liga Neo Egoista,2025
Shaila,28,melodic hardcore,8,Cuando No Quieras Sentir,Mañanas,2004
Shaila,28,hardcore punk,8,Cuando No Quieras Sentir,Mañanas,2004
Shaila,28,punk,8,Cuando No Quieras Sentir,Mañanas,2004
Shaila,28,hardcore,8,Cuando No Quieras Sentir,Mañanas,2004
Barilari,36,rock en español,10,Como Yo Nadie Te Ha Amado,Canciones Doradas,2007
D-Mente,28,argentine rock,4,La Memoria,Un León D-Mente,2009
D-Mente,28,christian rock,4,La Memoria,Un León D-Mente,2009
D-Mente,28,nueva trova,4,La Memoria,Un León D-Mente,2009
Nihilismo,34,punk,10,Soy el desperfecto,El culto de lo inculto,2013
RYAN,27,argentine rock,2,Yo Me Quedo,Vaqueros,2024
Bynmc,44,anime rap,0,Kashimo Rap. Raijin,Kashimo Rap. Raijin,2024
Cirse,22,argentine rock,5,Por Tu Bien,Rompiente,2013
Lethal,20,thrash metal,7,Maza,Maza,1993
Imperio,22,power metal,5,Abismos En El Cielo,Abismos En El Cielo,1999
Imperio,22,christian rock,5,Abismos En El Cielo,Abismos En El Cielo,1999
Arraigo,21,folk metal,3,Tierra Adentro,Crioyo,2025
Arraigo,21,latin folk,3,Tierra Adentro,Crioyo,2025
Arraigo,21,folk rock,3,Tierra Adentro,Crioyo,2025
Barni,26,christian rock,5,Bueno es saberlo,Grandes clásicos,2015
DARLOTODO,22,nu metal,2,Imágenes Paganas,Imágenes Paganas,2025
DARLOTODO,22,groove metal,2,Imágenes Paganas,Imágenes Paganas,2025
DARLOTODO,22,rap metal,2,Imágenes Paganas,Imágenes Paganas,2025
Adlomusic,41,anime rap,2,Qin Shi Huang vs. Hades,Qin Shi Huang vs. Hades,2022
Adlomusic,41,anime,2,Qin Shi Huang vs. Hades,Qin Shi Huang vs. Hades,2022
Roma,19,post-hardcore,4,Más Mentiras Que Otra Cosa,Hijos de Padres Separados,2014
Eclipse Rock,31,christian rock,3,Transparente Corazon,La Fuerza del Espiritu,2017
CADELAGO,23,tech house,0,Sacred Life,Sacred Life,2022
XLAB,31,argentine trap,2,Mormón,MTPMJ,2022
Melian,24,post-hardcore,4,Entre Espectros y Fantasmas,Entre Espectros y Fantasmas,2011
Melian,24,metalcore,4,Entre Espectros y Fantasmas,Entre Espectros y Fantasmas,2011
Lula Bertoldi,25,folklore argentino,0,Los Amanecidos,Mujer de Albahaca,2024
Koufequin,25,lullaby,3,El Tiburón Kanishka,El Tiburón Kanishka,2019
Mad,19,argentine rock,6,Pajarito On the Rocks,En Llamas,2001
Vanthra,20,argentine rock,1,Ella Vendrá,Ella Vendrá - Single,2018
Zorra,14,groove metal,2,El Corso de la Gran Mentira,El Corso de la Gran Mentira,2024
Zorra,14,argentine rock,2,El Corso de la Gran Mentira,El Corso de la Gran Mentira,2024
Keyto,33,anime rap,0,Judas. Gojo vs Sukuna Rap,Judas. Gojo vs Sukuna Rap,2024
Against,17,groove metal,4,El Libertador,Nueva Cultura Pesada,2019
Oliver,16,hardcore punk,5,As del Bate,El Mejor Superpoder Es la Teletransportacion,2014
Oliver,16,emocore,5,As del Bate,El Mejor Superpoder Es la Teletransportacion,2014
Skapaltata,28,christian rock,4,Lázaro,Skalectrico,2006
Skapaltata,28,ska,4,Lázaro,Skalectrico,2006
Renacer,22,power metal,12,Entre La Gloria Y La Traición,Renacer,2002
Renacer,22,heavy metal,12,Entre La Gloria Y La Traición,Renacer,2002
Renacer,22,folk metal,12,Entre La Gloria Y La Traición,Renacer,2002
Shisui,32,anime rap,0,Rap de Tapion,Rap de Tapion,2019
Pilsen,18,punk,5,Pogo en el Ascensor,Bajo Otra Bandera,1993
Pilsen,18,argentine rock,5,Pogo en el Ascensor,Bajo Otra Bandera,1993
Ian,19,christian rock,2,Latinoamérica,En Tiempos de Redencion,2006
Zoah,14,post-hardcore,1,Esto Va a Doler Mañana,"La Verdad, el Deseo y lo Que Buscamos Ser",2015
Corvex,18,argentine rock,0,MUY CANSADO ESTOY,MUY CANSADO ESTOY,2025
Corvex,18,christian rock,0,MUY CANSADO ESTOY,MUY CANSADO ESTOY,2025
WRRN,24,screamo,1,Balvanera,¿Qué Se Siente Estar Mejor?,2023
WRRN,24,emocore,1,Balvanera,¿Qué Se Siente Estar Mejor?,2023
WRRN,24,melodic hardcore,1,Balvanera,¿Qué Se Siente Estar Mejor?,2023
WRRN,24,post-hardcore,1,Balvanera,¿Qué Se Siente Estar Mejor?,2023
Nueva Etica,19,hardcore,3,El Tiempo Es Ahora,3L1T3,2022
Nueva Etica,19,hardcore punk,3,El Tiempo Es Ahora,3L1T3,2022
Azeroth,16,power metal,7,En Agonía,Azeroth,2000
T&K,20,boom bap,0,Low La,Low La,2020
Avernal,18,grindcore,8,Hoy Podes Pudrirte,El Sangriento,2006
Avernal,18,death metal,8,Hoy Podes Pudrirte,El Sangriento,2006
Tango,25,argentine rock,1,Amor de Primavera,Tango,1972
ARGENTO metal,2,thrash metal,3,Flores negras,Psicosis,2023
Lovorne,17,argentine rock,6,Que Pasa por Mi Cabeza,"Sexo, Fierros y Rock and Roll",2007
Boanerges,21,christian rock,7,Salmo 96,Señales Antes del Fin,2018
Boanerges,21,power metal,7,Salmo 96,Señales Antes del Fin,2018
Undermine,13,groove metal,3,Apetito por la Velocidad,Apetito por la Velocidad,2025
Byaki,29,anime rap,0,Los 7 Pecados Capitales Vs El Rey Demonio. Nanatsu No Taizai Rap,Los 7 Pecados Capitales Vs El Rey Demonio. Nanatsu No Taizai Rap,2021
Byaki,29,anime,0,Los 7 Pecados Capitales Vs El Rey Demonio. Nanatsu No Taizai Rap,Los 7 Pecados Capitales Vs El Rey Demonio. Nanatsu No Taizai Rap,2021
Tungsteno,13,thrash metal,3,Escuadron Del Thrash,Inminente Aniquilacion,2023
Tungsteno,13,speed metal,3,Escuadron Del Thrash,Inminente Aniquilacion,2023
V 48,13,hardcore,0,Argentina Hardcore,Argentina Hardcore,2022
V 48,13,hardcore punk,0,Argentina Hardcore,Argentina Hardcore,2022
Gatos Sucios,15,punk,11,Hippie Jimmy,Locura General,1993
Vudu,15,argentine rock,4,Vino Blanco,Picaseso,2006
Loyalty,16,post-hardcore,1,En Compañía de Lobos,Ciclos,2016
Loyalty,16,metalcore,1,En Compañía de Lobos,Ciclos,2016
Rabeat,20,latin hip hop,1,Tiempo,Tiempo,2018
ZerØ,30,anime rap,0,Cid Kagenou Rap. La Eminencia de la Sombra,Cid Kagenou Rap. La Eminencia de la Sombra,2023
Riel,17,latin indie,5,No digas que no te avisé,No digas que no te avisé,2024
Riel,17,shoegaze,5,No digas que no te avisé,No digas que no te avisé,2024
Papo,29,freestyle,0,Papo Vs Azuky - Live,Red Bull Batalla 5 Vidas Argentina 2024,2024
Serpentor,16,thrash metal,8,Reinará el Caos,Legiones,2015
Asphix,13,hardcore punk,3,Atomizado,Asphix,2025
Asphix,13,skate punk,3,Atomizado,Asphix,2025
Asphix,13,melodic hardcore,3,Atomizado,Asphix,2025
Metaluria,5,speed metal,2,Heavy Metal,Fuerzas en la noche,2016
Fuego Interior,8,deathcore,2,De las Cenizas,Los Limites de la Realidad,2024
Uniones,15,melodic hardcore,1,Angustia,Los Vacíos Que Todos Ocultamos,2017
Uniones,15,post-hardcore,1,Angustia,Los Vacíos Que Todos Ocultamos,2017
Uniones,15,metalcore,1,Angustia,Los Vacíos Que Todos Ocultamos,2017
Poseidotica,12,stoner rock,6,Yendo de la Cama al Living,Rebelión Zombie,2019
Poseidotica,12,space rock,6,Yendo de la Cama al Living,Rebelión Zombie,2019
Poseidotica,12,sludge metal,6,Yendo de la Cama al Living,Rebelión Zombie,2019
INYOURHANDS,15,post-hardcore,1,Nada Que Perder,Circulos,2025
Telepáticos,15,argentine rock,1,Pensándote,Telepáticos,2021
Jason,8,power metal,1,Patria en Oferta,Canciones Eternas,2024
NEOKIRA,12,hardcore punk,1,"Ama, Lucha y Resiste",Sacrificar Lo Individual,2024
NEOKIRA,12,hardcore,1,"Ama, Lucha y Resiste",Sacrificar Lo Individual,2024
AKINNO,22,anime rap,0,Sueño (Griffith),Sueño (Griffith),2025
Ykato,27,anime rap,5,Creepypastas Vs. Película de Terror Especial 20 Vs. 20 (Especial Halloween 2017),Creepypastas Vs. Película de Terror Especial 20 Vs. 20 (Especial Halloween 2017),2018
tap,9,argentine rock,0,Monstruo Rutinario,Monstruo Rutinario,2024
Brutal Pig,36,grindcore,1,Quiero Sentir tu Clítoris,"Sexo, Sangre y Pornogore",2023
Chowy Fernandez,9,progressive metal,1,MUY CANSADO ESTOY,MUY CANSADO ESTOY,2025
Chowy Fernandez,9,djent,1,MUY CANSADO ESTOY,MUY CANSADO ESTOY,2025
Cucsifae,15,hardcore punk,4,The Sun Can Shine on You,Take You Higher,2008
Danann,20,argentine rock,4,Mundo Feliz,Discurso De Odio,2023
Bolo,3,groove metal,1,Prototipos,Criptobiosis,2023
Bolo,3,death metal,1,Prototipos,Criptobiosis,2023
Traje Desastre,13,indie punk,4,Otra Mentira,La Suma De Todos Los Males,2018
Traje Desastre,13,punk,4,Otra Mentira,La Suma De Todos Los Males,2018
Güemes,11,groove metal,3,Traidores de Mierda,Guerras Gauchas,2019
Legados,12,christian rock,0,Éramos,Mil Intentos,2016
Legados,12,post-hardcore,0,Éramos,Mil Intentos,2016
Legados,12,metalcore,0,Éramos,Mil Intentos,2016
Descarnado,14,deathcore,6,Biosintesis,El Eterno Odio de Las Almas Desterradas,2025
Descarnado,14,death metal,6,Biosintesis,El Eterno Odio de Las Almas Desterradas,2025
Mago Rey,27,anime,1,MONSTRUO,MONSTRUO,2022
Hugo Bistolfi,13,new age,18,Mujer Amante,Tributo a Rata Blanca: La Leyenda Continúa,2001
Cernunnos,14,folk metal,3,PEACE,From Echoes,2025
Vrede,5,groove metal,6,Seis,Raíz,1995
Violacion Auditiva,15,punk,11,Que Dia de Mierda,El Mundo Se Hace Caca,2015
Coralies,10,post-hardcore,3,Alquimia,C,2017
Coralies,10,metalcore,3,Alquimia,C,2017
Nax,10,shoegaze,3,Angeles de Hielo,Congelado,2020
Nax,10,dream pop,3,Angeles de Hielo,Congelado,2020
ROMÁN,14,jazz fusion,2,Scon,ROMÁN,2015
ROMÁN,14,funk rock,2,Scon,ROMÁN,2015
Krictum,21,anime rap,0,My Villain Gang,My Villain Gang,2022
kurí,9,math rock,1,Girasoles,Fotosensible,2020
kurí,9,midwest emo,1,Girasoles,Fotosensible,2020
Seven 7.,17,christian rock,1,Tu forma de amar,La mejor versión de mi,2016
Lash Out,13,punk,5,Rino,Futuras Nostalgias,2016
Malícia,9,thrash metal,7,Primeiro Beijo,Mappin Apresenta: 14 Sucessos do Pagode,2018
Bruthal 6,14,nu metal,2,Smells Like Teen Spirit,Bruthal 6,2006
MUCC,42,visual kei,29,ニルヴァーナ,ニルヴァーナ,2012
MUCC,42,j-rock,29,ニルヴァーナ,ニルヴァーナ,2012
Violent Execution,8,thrash metal,4,Realidad,Erupción Nacional,2019
Violent Execution,8,speed metal,4,Realidad,Erupción Nacional,2019
Apocalipsis,14,soul jazz,6,Le Rezo a María,Guerreros Por Siempre,2019
Barloventos,16,folk metal,7,Bandera Negra - Sea Shanty - Acústica,Relatos De Los 7 Mares,2025
Barloventos,16,pirate metal,7,Bandera Negra - Sea Shanty - Acústica,Relatos De Los 7 Mares,2025
Barloventos,16,celtic rock,7,Bandera Negra - Sea Shanty - Acústica,Relatos De Los 7 Mares,2025
Barloventos,16,power metal,7,Bandera Negra - Sea Shanty - Acústica,Relatos De Los 7 Mares,2025
CLAY,7,post-hardcore,4,Al Final,En el Silencio,2013
CLAY,7,metalcore,4,Al Final,En el Silencio,2013
Osamenta,8,groove metal,3,Hijos de la Tierra,Consumicidio,2014
Osamenta,8,thrash metal,3,Hijos de la Tierra,Consumicidio,2014
Mario Ian,10,rock urbano,0,Chico Callejero,Tributo a Rata Blanca: La Leyenda Continúa,2001
SOS Metal Rap,20,rap metal,2,Asedio,Valls de los Muñecos Rotos,2015
EXISTENCIA DE ODIO,9,hardcore,3,¿cúanto Tiempo Más?,Esperando la Redencion,2018
EXISTENCIA DE ODIO,9,hardcore punk,3,¿cúanto Tiempo Más?,Esperando la Redencion,2018
EXISTENCIA DE ODIO,9,speed metal,3,¿cúanto Tiempo Más?,Esperando la Redencion,2018
Devak24,14,boom bap,9,Intempestivos,Intempestivos,2020
Tensión,13,post-punk,3,Instante detenido,Proyección inversa,2023
Tensión,13,darkwave,3,Instante detenido,Proyección inversa,2023
Tensión,13,cold wave,3,Instante detenido,Proyección inversa,2023
Pinco,11,tech house,0,All The Ladies,"OVRDOSE ON MUSIC, Vol.2",2018
Discarne,8,post-hardcore,1,Latidos,Donde el amor y la guerra hacen historia,2015
Discarne,8,metalcore,1,Latidos,Donde el amor y la guerra hacen historia,2015
Dead Breed,5,deathcore,1,Solo Odio,Fragmentos del Inconsciente,2025
Ariel Perchuk,9,symphonic metal,2,A New Day,Journey to the Crystal Rainbow,2024
Transmetal,39,mexican rock,42,Killers,El Llamado de la Hembra,2014
Transmetal,39,rock urbano,42,Killers,El Llamado de la Hembra,2014
Transmetal,39,thrash metal,42,Killers,El Llamado de la Hembra,2014
Transmetal,39,death metal,42,Killers,El Llamado de la Hembra,2014
Transmetal,39,speed metal,42,Killers,El Llamado de la Hembra,2014
Under MC,19,latin hip hop,2,Sound Paulo - The Romaphonic Session,Sound Paulo - The Romaphonic Session,2025
Cloudempire,14,memphis rap,7,Homero Sí Canta (Phonk ) - Remix,Drifting on Springfield,2022
Templo,12,christian rock,3,Ven A La Eternidad,Antes Que Llegue El Final,2007
Nekro,9,grindcore,2,Vroxi,Fones Ap' To Ypogeio,2018
Born Of The Kraken,7,deathcore,1,Nacimiento,Nacimiento,2022
BARBOS,4,rap metal,0,Latinoamerica,No Hay Lugar para los Debiles,2023
Ícaro,6,rock urbano,3,Muerte al Falso Metal,Tiempo Perdido?,2005
Ícaro,6,speed metal,3,Muerte al Falso Metal,Tiempo Perdido?,2005
Frater,7,melodic death metal,3,Fuego,Pulso en Eclipse,2017
2X,26,nu metal,3,La Fuerza Policial,Pateando Craneos,2000
2X,26,rap metal,3,La Fuerza Policial,Pateando Craneos,2000
Jugo,7,funk rock,2,Funky Tirano,Las Aventuras del Niño Ansiedad,2018
Proii Raps,19,anime rap,0,One for All Rap. Rap de Boku No Hero,One for All Rap. Rap de Boku No Hero,2020
Proii Raps,19,anime,0,One for All Rap. Rap de Boku No Hero,One for All Rap. Rap de Boku No Hero,2020
Frantic (Arg),3,speed metal,2,Velocidad Infernal,Heavy Methrash,2024
Frantic (Arg),3,thrash metal,2,Velocidad Infernal,Heavy Methrash,2024
Heart u Heart,11,christian rock,3,Dar Amor,Fuego Extraño,1994
Heart u Heart,11,christian alternative rock,3,Dar Amor,Fuego Extraño,1994
Devenir,6,christian rock,1,Devenir,Red Hipnótica,2020
Devenir,6,melodic metal,1,Devenir,Red Hipnótica,2020
Los Basura,7,hardcore punk,9,CTSA (Compania Tierras Sud Argentino),SNAP (Super Nac And Pop),2020
Los Basura,7,mexican rock,9,CTSA (Compania Tierras Sud Argentino),SNAP (Super Nac And Pop),2020
Bloke,5,speed metal,3,Demolición (Mental),Demolición,1984
Bloke,5,heavy metal,3,Demolición (Mental),Demolición,1984
Dragonauta,6,doom metal,4,Muerte Y Destrucción,Cruz Invertida,2010
Dragonauta,6,sludge metal,4,Muerte Y Destrucción,Cruz Invertida,2010
Dragonauta,6,stoner rock,4,Muerte Y Destrucción,Cruz Invertida,2010
Kainoas,4,nu metal,1,Sin Tu Maldad,Crescendo,2014
Kainoas,4,rap metal,1,Sin Tu Maldad,Crescendo,2014
DGM,26,progressive metal,12,The Secret Pt. 1,The Passage,2016
DGM,26,power metal,12,The Secret Pt. 1,The Passage,2016
DGM,26,progressive rock,12,The Secret Pt. 1,The Passage,2016
DGM,26,melodic metal,12,The Secret Pt. 1,The Passage,2016
Devastacion,5,death metal,8,Muerte Cumbia,...Que lo Parió!!!,1999
Devastacion,5,thrash metal,8,Muerte Cumbia,...Que lo Parió!!!,1999
Mathogo Vox,6,funk rock,0,El Perseguidor,El Perseguidor,2023
JEZABEL,6,power metal,4,A todo o nada - Remastered,A todo o nada,2020
Mattogroso,3,groove metal,2,Koi,A la Batalla,2018
SHREDDER,7,latin alternative,2,Gone,The Longest Karnival,2024
Impostor,3,speed metal,2,Primigenio,Jardín de Cadáveres,2024
Impostor,3,thrash metal,2,Primigenio,Jardín de Cadáveres,2024
Impostor,3,cedm,2,Primigenio,Jardín de Cadáveres,2024
Astenia,9,latin rock,3,Sos Parte,Sos Parte,2014
STRYKER,9,hardcore,0,Misma Sangre,Triple Amenaza,2023
STRYKER,9,hardcore punk,0,Misma Sangre,Triple Amenaza,2023
Dar Sangre,4,metalcore,2,Te Amo,Un Corazón por Cada Ciudad,2008
Dar Sangre,4,post-hardcore,2,Te Amo,Un Corazón por Cada Ciudad,2008
FullMecha Inc.,17,anime,3,Angeles Fuimos - Español,Angeles Fuimos (Español),2024
Kubero Díaz,7,argentine rock,5,Todo Es Todo,Kubero Díaz y la Pesada,2017
Manifiesto Thrash,3,thrash metal,3,Lento Descenso a la Oscuridad,La Ley del Talión,2022
Muro,26,speed metal,12,Mis Amigos Donde Estarán,Mis Amigos Donde Estarán,2023
Muro,26,heavy metal,12,Mis Amigos Donde Estarán,Mis Amigos Donde Estarán,2023
Los Aggrotones,18,rocksteady,4,Mexico,10 Reggae Shots,2013
Los Aggrotones,18,ska,4,Mexico,10 Reggae Shots,2013
Monje,3,doom metal,4,Filosofía del Culto al Fin de los Tiempos,Culto al Fin de los Tiempos,2023
Monje,3,sludge metal,4,Filosofía del Culto al Fin de los Tiempos,Culto al Fin de los Tiempos,2023
Monje,3,stoner rock,4,Filosofía del Culto al Fin de los Tiempos,Culto al Fin de los Tiempos,2023
Valkiria,3,emocore,1,Rosas en Mi Nombre,Cada Parte de Mi Ser,2024
Huaykil,5,argentine rock,5,Huazihul,Me Niego a Caer,2002
Termosismicos,19,anime,1,Pegasus Fantasy,"Anime Song's, Vol. 1 - EP",2016
Mike y Desafiados,7,christian rock,2,Vencedor,Milenio Intenso,1999
